"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deleting an existing project from workspace","0","Delete existing project","tests","Fri May 16 01:43:21 GMT 2025","broken","Fri May 16 01:43:21 GMT 2025","TestWorkspaces","test_workspaces","",""
"Log out from app","10251","Logout of system test","tests","Fri May 16 01:40:50 GMT 2025","broken","Fri May 16 01:41:00 GMT 2025","TestLogin","test_login","",""
"Search for an existing project","0","Search for existing project test","tests","Fri May 16 01:42:35 GMT 2025","broken","Fri May 16 01:42:35 GMT 2025","TestWorkspaces","test_workspaces","",""
"Skip Test example","0","Skipped test example","tests","Fri May 16 01:44:24 GMT 2025","skipped","Fri May 16 01:44:24 GMT 2025","TestLogin","test_login","",""
"valid login","10246","Login with valid credentials test","tests","Fri May 16 01:40:19 GMT 2025","broken","Fri May 16 01:40:29 GMT 2025","TestLogin","test_login","",""
"Rename an existing workspace","0","Rename an existing workspace test","tests","Fri May 16 01:41:01 GMT 2025","broken","Fri May 16 01:41:01 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10241","Login with invalid credentials test","tests","Fri May 16 01:41:36 GMT 2025","broken","Fri May 16 01:41:46 GMT 2025","TestLogin","test_login","",""
"Exception catching","10255","Exception test","Custom parent suite","Fri May 16 01:44:13 GMT 2025","broken","Fri May 16 01:44:23 GMT 2025","Custom sub suite","Custom suite","",""
"Delete an existing workspace","0","Delete existing workspace","tests","Fri May 16 01:41:47 GMT 2025","broken","Fri May 16 01:41:47 GMT 2025","TestWorkspaces","test_workspaces","",""
"Compare between the actual number of projects seen on page and the number shown in workspaces block","0","Number of projects displayed in page test","tests","Fri May 16 01:42:04 GMT 2025","broken","Fri May 16 01:42:04 GMT 2025","TestWorkspaces","test_workspaces","",""
"invalid login","10238","Login with invalid credentials test","tests","Fri May 16 01:41:21 GMT 2025","broken","Fri May 16 01:41:32 GMT 2025","TestLogin","test_login","",""
"Search for a non existing project","0","Search for non existing project","tests","Fri May 16 01:42:53 GMT 2025","broken","Fri May 16 01:42:53 GMT 2025","TestWorkspaces","test_workspaces","",""
"Selecting and adding a project to workspace","0","Add project to workspace test","tests","Fri May 16 01:42:18 GMT 2025","broken","Fri May 16 01:42:18 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot Password with invalid email address","10257","Forgot Password with invalid email test","Custom parent suite","Fri May 16 01:43:56 GMT 2025","broken","Fri May 16 01:44:06 GMT 2025","Custom sub suite","Custom suite","",""
"Cancel project deletion","0","Cancel a project deletion","tests","Fri May 16 01:43:07 GMT 2025","broken","Fri May 16 01:43:07 GMT 2025","TestWorkspaces","test_workspaces","",""
"Create new Workspace","0","Create new workspace test","tests","Fri May 16 01:40:30 GMT 2025","broken","Fri May 16 01:40:30 GMT 2025","TestWorkspaces","test_workspaces","",""
"Forgot password with a valid email address","10244","Forgot Password with valid email test","Custom parent suite","Fri May 16 01:43:42 GMT 2025","broken","Fri May 16 01:43:52 GMT 2025","Custom sub suite","Custom suite","",""
