"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Feb 10 00:59:46 GMT 2024","Sat Feb 10 00:59:56 GMT 2024","10221","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
"broken","Sat Feb 10 01:01:40 GMT 2024","Sat Feb 10 01:01:50 GMT 2024","10312","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with invalid email test","Forgot Password with invalid email address"
"broken","Sat Feb 10 01:01:01 GMT 2024","Sat Feb 10 01:01:01 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Cancel a project deletion","Cancel project deletion"
"broken","Sat Feb 10 01:01:14 GMT 2024","Sat Feb 10 01:01:14 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing project","Deleting an existing project from workspace"
"broken","Sat Feb 10 01:00:36 GMT 2024","Sat Feb 10 01:00:36 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for existing project test","Search for an existing project"
"broken","Sat Feb 10 01:01:27 GMT 2024","Sat Feb 10 01:01:37 GMT 2024","10249","Custom parent suite","Custom suite","Custom sub suite","","","Forgot Password with valid email test","Forgot password with a valid email address"
"broken","Sat Feb 10 00:58:54 GMT 2024","Sat Feb 10 00:58:54 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Create new workspace test","Create new Workspace"
"skipped","Sat Feb 10 01:02:04 GMT 2024","Sat Feb 10 01:02:04 GMT 2024","0","tests","test_login","TestLogin","","","Skipped test example","Skip Test example"
"broken","Sat Feb 10 00:58:43 GMT 2024","Sat Feb 10 00:58:53 GMT 2024","10408","tests","test_login","TestLogin","","","Login with valid credentials test","valid login"
"broken","Sat Feb 10 00:59:20 GMT 2024","Sat Feb 10 00:59:20 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Rename an existing workspace test","Rename an existing workspace"
"broken","Sat Feb 10 01:01:52 GMT 2024","Sat Feb 10 01:02:03 GMT 2024","10258","Custom parent suite","Custom suite","Custom sub suite","","","Exception test","Exception catching"
"broken","Sat Feb 10 01:00:23 GMT 2024","Sat Feb 10 01:00:23 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Add project to workspace test","Selecting and adding a project to workspace"
"broken","Sat Feb 10 01:00:48 GMT 2024","Sat Feb 10 01:00:48 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Search for non existing project","Search for a non existing project"
"broken","Sat Feb 10 01:00:11 GMT 2024","Sat Feb 10 01:00:11 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Number of projects displayed in page test","Compare between the actual number of projects seen on page and the number shown in workspaces block"
"broken","Sat Feb 10 00:59:57 GMT 2024","Sat Feb 10 00:59:57 GMT 2024","0","tests","test_workspaces","TestWorkspaces","","","Delete existing workspace","Delete an existing workspace"
"broken","Sat Feb 10 00:59:08 GMT 2024","Sat Feb 10 00:59:18 GMT 2024","10304","tests","test_login","TestLogin","","","Logout of system test","Log out from app"
"broken","Sat Feb 10 00:59:33 GMT 2024","Sat Feb 10 00:59:44 GMT 2024","10288","tests","test_login","TestLogin","","","Login with invalid credentials test","invalid login"
